regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numActiveCases	numDeaths	numRecoveredCases	numTests	dataSource
ede79b9f	Alexandria, Virginia	2020-04-25	2020-04-24T10:00:00	15	547							http://www.vdh.virginia.gov/
3be3ee21	Alfalfa County, Oklahoma	2020-04-24	2020-04-24T00:00:00		1	1						https://coronavirus.health.ok.gov/
cecc1f67	Algeria	2020-04-25	2020-04-24T00:00:00	415	3127	1408						http://covid19.sante.gov.dz/
e384ad25	Allamakee County, Iowa	2020-04-25		3	50							https://idph.iowa.gov/
0d67f0d1	Allegan County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	1	60							https://www.michigan.gov/
35039e43	Allegany County, Maryland	2020-04-25		3	90							https://coronavirus.maryland.gov/
9350652c	Allegany County, New York	2020-04-25	2020-04-24T14:00:00	2	31		403					https://coronavirus.health.ny.gov/
02b9ceee	Alleghany County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	2							https://www.ncdhhs.gov/
50d4bedb	Alleghany County, Virginia	2020-04-25	2020-04-24T10:00:00		5							http://www.vdh.virginia.gov/
64ac3a1a	Allegheny County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	71	1177		14377					https://www.health.pa.gov/
1c57cb26	Allen County, Indiana	2020-04-24	2020-04-24T12:00:00	24	400		2772					https://coronavirus.in.gov/
83b79d1f	Allen County, Kansas	2020-04-24	2020-04-24T09:00:00									https://govstatus.egov.com/
e92ebe94	Allen County, Kentucky	2020-04-25		0	6							https://govstatus.egov.com/
0371a58f	Allen County, Ohio	2020-04-25	2020-04-24T14:00:00	15	108							https://coronavirus.ohio.gov/
b5f0c9a5	Allen Parish, Louisiana	2020-04-25		9	81							http://ldh.la.gov/
a9cf5d6a	Allendale County, South Carolina	2020-04-25		1	8							https://www.scdhec.gov/
6106a521	Almada	2020-04-25	2020-04-24T23:00:00		167							https://covid19.min-saude.pt/
b3ffd24b	Almeida, Portugal	2020-04-25	2020-04-24T23:00:00		6							https://covid19.min-saude.pt/
0b36c4fd	Almeirim	2020-04-25	2020-04-24T23:00:00		13							https://covid19.min-saude.pt/
a22431e8	Alpena County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	2	60							https://www.michigan.gov/
b42623c8	Alpine County, California	2020-04-24	2020-04-21T16:16:00		2	1	11					https://www.alpinecountyca.gov/
ee448a31	Amador County, California	2020-04-24	2020-04-24T00:00:00		8	5						https://www.amadorgov.org/
68386789	Amadora	2020-04-25	2020-04-24T23:00:00		253							https://covid19.min-saude.pt/
9177145c	Amarante, Portugal	2020-04-25	2020-04-24T23:00:00		74							https://covid19.min-saude.pt/
a034d5e7	Amares	2020-04-25	2020-04-24T23:00:00		43							https://covid19.min-saude.pt/
b303a231	Amazonas (Brazilian state)	2020-04-25	2020-04-24T20:00:00	255	3194							https://covid.saude.gov.br/
14acdbb0	Amelia County, Virginia	2020-04-25	2020-04-24T10:00:00	1	15							http://www.vdh.virginia.gov/
a85c3f19	Amherst County, Virginia	2020-04-25	2020-04-24T10:00:00		9							http://www.vdh.virginia.gov/
d9446149	Amite County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	0	23							https://msdh.ms.gov/
27ed841d	Anadia, Portugal	2020-04-25	2020-04-24T23:00:00		28							https://covid19.min-saude.pt/
b873dad2	Anchorage, Alaska	2020-04-24			168							http://www.dhss.alaska.gov/
39fbf31b	Andalusia	2020-04-25	2020-04-24T09:35:03	1107	12495	3992						https://www.mscbs.gob.es/
7e04d621	Andaman and Nicobar Islands	2020-04-25	2020-04-25T02:30:00+0000	0	27	11						https://www.mohfw.gov.in/
5a54aa59	Anderson County, Kansas	2020-04-24	2020-04-24T09:00:00									https://govstatus.egov.com/
b5bce453	Anderson County, Kentucky	2020-04-25		1	7							https://govstatus.egov.com/
ac17bb58	Anderson County, South Carolina	2020-04-25		6	140							https://www.scdhec.gov/
b39b0793	Anderson County, Tennessee	2020-04-25	2020-04-24T19:00:00	1	24	16						https://www.tn.gov/
80360eb3	Anderson County, Texas	2020-04-25			16							https://www.dshs.state.tx.us/
ea12646e	Andhra Pradesh	2020-04-25	2020-04-25T02:30:00+0000	29	955	145						https://www.mohfw.gov.in/
02c7550e	Andorra	2020-04-25	2020-04-24T00:00:00	40	731	344						https://www.govern.ad/
265c6149	Andrew County, Missouri	2020-04-25			1							https://health.mo.gov/
75078615	Andrews County, Texas	2020-04-25			19							https://www.dshs.state.tx.us/
bdc8b861	Androscoggin County, Maine	2020-04-25	2020-04-24T16:00:00+0000	1	38	21						https://www.maine.gov/
4b1bcb6e	Angelina County, Texas	2020-04-25			33							https://www.dshs.state.tx.us/
4795fbaf	Angola	2020-04-24	2020-04-24T11:42:31	2	25			1				https://www.ecdc.europa.eu/
e2845aac	Anguilla	2020-04-24	2020-04-24T11:42:31		3							https://www.ecdc.europa.eu/
70c674df	Anne Arundel County, Maryland	2020-04-25		54	1373							https://coronavirus.maryland.gov/
d155d2b5	Anoka County, Minnesota	2020-04-25	2020-04-24T00:00:00	3	142							https://www.health.state.mn.us/
cbe088aa	Anson County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	19							https://www.ncdhhs.gov/
305cfa80	Antelope County, Nebraska	2020-04-25			1		2					http://dhhs.ne.gov/
25c3e15d	Antigua and Barbuda	2020-04-24	2020-04-24T11:42:31	3	24							https://www.ecdc.europa.eu/
51db517f	Antofagasta	2020-04-25	2020-04-24T04:00:00+0000	2	366							https://www.minsal.cl/
4d99e95d	Antrim County, Michigan	2020-04-25	2020-04-24T19:00:00+0000		9							https://www.michigan.gov/
20fc9474	Aosta Valley	2020-04-25		129	1100	617	5262	354				http://www.salute.gov.it/
29697497	Apache County, Arizona	2020-04-24	2020-04-24T00:00:00	5	296		1705					https://azdhs.gov/
53370ed8	Appanoose County, Iowa	2020-04-25		2	2							https://idph.iowa.gov/
b511133c	Appling County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	4	53							https://dph.georgia.gov/
3c649f7d	Appomattox County, Virginia	2020-04-25	2020-04-24T10:00:00		12							http://www.vdh.virginia.gov/
ccb8daad	Apulia	2020-04-25		383	3881	565	52472	2933				http://www.salute.gov.it/
6423cced	Aragon	2020-04-25	2020-04-24T09:35:03	695	5295	1781						https://www.mscbs.gob.es/
7e90468e	Aransas County, Texas	2020-04-25			2							https://www.dshs.state.tx.us/
1e81bce8	Arapahoe County, Colorado	2020-04-24		125	2030							https://covid19.colorado.gov/
74b1fdea	Archuleta County, Colorado	2020-04-24			8							https://covid19.colorado.gov/
57064d36	Arcos de Valdevez	2020-04-25	2020-04-24T23:00:00		50							https://covid19.min-saude.pt/
ffa7dfb1	Arenac County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	1	16							https://www.michigan.gov/
c1a63a71	Arganil	2020-04-25	2020-04-24T23:00:00		7							https://covid19.min-saude.pt/
34da8961	Argentina	2020-04-24	2020-04-24T11:42:31	165	3423			147	6			https://www.ecdc.europa.eu/
9593eb68	Arica y Parinacota Region	2020-04-25	2020-04-24T04:00:00+0000	3	239							https://www.minsal.cl/
69f80530	Arizona	2020-04-24	2020-04-24T00:00:00	266	6045		60714					https://azdhs.gov/
23c77423	Arkansas	2020-04-25		47	2810	964	35731					https://www.healthy.arkansas.gov/
da8448ae	Arkansas County, Arkansas	2020-04-25		0	2	1	46					https://www.healthy.arkansas.gov/
8ad85015	Arlington County, Virginia	2020-04-25	2020-04-24T10:00:00	24	722							http://www.vdh.virginia.gov/
6ce49012	Armenia	2020-04-25	2020-04-24T23:00:00	27	1596	728	16552					https://ncdc.am/
309e0972	Armstrong County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	2	43		617					https://www.health.pa.gov/
4ad15154	Armstrong County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
00a4403b	Aroostook County, Maine	2020-04-25	2020-04-24T16:00:00+0000		4	1						https://www.maine.gov/
87a3840f	Arouca, Portugal	2020-04-25	2020-04-24T23:00:00		30							https://covid19.min-saude.pt/
53a901f9	Arruda dos Vinhos	2020-04-25	2020-04-24T23:00:00		5							https://covid19.min-saude.pt/
ad99992a	Arthur County, Nebraska	2020-04-25			0		0					http://dhhs.ne.gov/
26a875c1	Aruba	2020-04-24	2020-04-24T11:42:31	2	100							https://www.ecdc.europa.eu/
8778e941	Arunachal Pradesh	2020-04-25	2020-04-25T02:30:00+0000	0	1	1						https://www.mohfw.gov.in/
ca97bda6	Ascension Parish, Louisiana	2020-04-25		34	551							http://ldh.la.gov/
f90b7eab	Ashe County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	4							https://www.ncdhhs.gov/
0e741e0a	Ashland County, Ohio	2020-04-25	2020-04-24T14:00:00		5							https://coronavirus.ohio.gov/
2918b687	Ashland County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	2							https://www.dhs.wisconsin.gov/
80d79229	Ashley County, Arkansas	2020-04-25		0	13	2	257					https://www.healthy.arkansas.gov/
87a190e6	Ashtabula County, Ohio	2020-04-25	2020-04-24T14:00:00	8	103							https://coronavirus.ohio.gov/
044bdaf8	Asotin County, Washington	2020-04-24		1	16							https://coronavirus.wa.gov/
dd68b46e	Assam	2020-04-25	2020-04-25T02:30:00+0000	1	36	19						https://www.mohfw.gov.in/
37a14513	Assumption Parish, Louisiana	2020-04-25		2	166							http://ldh.la.gov/
13867d33	Asturias	2020-04-25	2020-04-24T09:35:03	231	2509	688						https://www.mscbs.gob.es/
abc66e3c	Atacama Region	2020-04-25	2020-04-24T04:00:00+0000	0	21							https://www.minsal.cl/
438ae5d3	Atascosa County, Texas	2020-04-25		1	14							https://www.dshs.state.tx.us/
60a8ea81	Atchison County, Kansas	2020-04-25	2020-04-24T09:00:00		8							https://govstatus.egov.com/
714ade71	Atchison County, Missouri	2020-04-25			2							https://health.mo.gov/
f4e5110a	Athens County, Ohio	2020-04-25	2020-04-24T14:00:00	1	3							https://coronavirus.ohio.gov/
54cd65ac	Atkinson County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	7							https://dph.georgia.gov/
3ab6dfda	Atlantic County, New Jersey	2020-04-25		22	469							https://www.nj.gov/
c04a76b4	Atoka County, Oklahoma	2020-04-24	2020-04-24T00:00:00		1	1						https://coronavirus.health.ok.gov/
55cc1111	Attala County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	0	68							https://msdh.ms.gov/
eb21fab2	Audrain County, Missouri	2020-04-25			1							https://health.mo.gov/
9a634509	Audubon County, Iowa	2020-04-25		0	1							https://idph.iowa.gov/
168317c5	Auglaize County, Ohio	2020-04-25	2020-04-24T14:00:00	3	29							https://coronavirus.ohio.gov/
da2d67b8	Augusta County, Virginia	2020-04-25	2020-04-24T10:00:00	1	34							http://www.vdh.virginia.gov/
5d1a6500	Aurora County, South Dakota	2020-04-24	2020-04-24T10:23:57		1	1	37					https://doh.sd.gov/
930dab5f	Austin County, Texas	2020-04-25			12							https://www.dshs.state.tx.us/
8a7ed673	Australia	2020-04-25	2020-04-24T15:00:00	78	6675	5136	482000					https://www.health.gov.au/
43e64f0c	Australian Capital Territory	2020-04-25	2020-04-24T20:00:00+0000		104							https://www.health.gov.au/
a4da20c4	Austria	2020-04-25	2020-04-24T20:00:00	513	15069	11872						https://info.gesundheitsministerium.at/
7a903b4b	Autauga County, Alabama	2020-04-25		2	36		455					https://covid19.alabama.gov/
c174e903	Autonomous Province of Kosovo and Metohija	2020-04-24	2020-04-24T11:42:31	19	669			39	1			https://www.ecdc.europa.eu/
50246b0c	Aveiro, Portugal	2020-04-25	2020-04-24T23:00:00		243							https://covid19.min-saude.pt/
2b206d9a	Avery County, North Carolina	2020-04-25		0	0							https://www.ncdhhs.gov/
23fe4a45	Avoyelles Parish, Louisiana	2020-04-25		7	69							http://ldh.la.gov/
cc4bbe71	Azambuja	2020-04-25	2020-04-24T23:00:00		7							https://covid19.min-saude.pt/
071f1013	Azerbaijan	2020-04-25	2020-04-24T00:00:00	21	1592	1013						https://its.gov.az/
19e51806	Baca County, Colorado	2020-04-24			10							https://covid19.colorado.gov/
20ed9f15	Bacon County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	20							https://dph.georgia.gov/
2e5eafe4	Bahia	2020-04-25	2020-04-24T20:00:00	64	1962							https://covid.saude.gov.br/
d5e18e0f	Bahrain	2020-04-25	2020-04-24T23:30:00	8	2518	1113	107273					https://www.moh.gov.bh/COVID19
5a896d58	Baker County, Florida	2020-04-25		3	20							https://floridahealthcovid19.gov/
848a4d45	Baker County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	2	19							https://dph.georgia.gov/
1b3283c8	Baker County, Oregon	2020-04-24	2020-04-24T15:00:00+0000	0	0		60					https://govstatus.egov.com/OR-OHA-COVID-19
cded40c1	Baldwin County, Alabama	2020-04-25		3	147		1872					https://covid19.alabama.gov/
4bddbd29	Baldwin County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	5	169							https://dph.georgia.gov/
278a5bda	Balearic Islands	2020-04-25	2020-04-24T09:35:03	172	1878	1081						https://www.mscbs.gob.es/
1d176b08	Ballard County, Kentucky	2020-04-25		0	5							https://govstatus.egov.com/
33a86d54	Baltimore	2020-04-25		60	1728							https://coronavirus.maryland.gov/
e21fad7e	Baltimore County, Maryland	2020-04-25		62	2234							https://coronavirus.maryland.gov/
2c1baf90	Bamberg County, South Carolina	2020-04-25		0	7							https://www.scdhec.gov/
057625a9	Bandera County, Texas	2020-04-25			4							https://www.dshs.state.tx.us/
6b8e11b0	Bangladesh	2020-04-25	2020-04-24T08:00:00	131	4689	112	39476					https://www.iedcr.gov.bd/
d85e0afb	Banks County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	18							https://dph.georgia.gov/
8f561863	Banner County, Nebraska	2020-04-25			0		4					http://dhhs.ne.gov/
afa8f0b7	Bannock County, Idaho	2020-04-24	2020-04-24T17:00:00		5							https://coronavirus.idaho.gov/
983f3b99	Barbados	2020-04-24	2020-04-24T11:42:31	6	76							https://www.ecdc.europa.eu/
7a174ca6	Barber County, Kansas	2020-04-25	2020-04-24T09:00:00		1							https://govstatus.egov.com/
a08327ad	Barbour County, Alabama	2020-04-25		0	32		188					https://covid19.alabama.gov/
e381aee9	Barbour County, West Virginia	2020-04-25	2020-04-24T10:00:00	1	4							https://dhhr.wv.gov/
ebbf2812	Barcelos, Portugal	2020-04-25	2020-04-24T23:00:00		191							https://covid19.min-saude.pt/
ef3cc28f	Barnes County, North Dakota	2020-04-25	2020-04-24T16:00:00+0000		3							https://www.health.nd.gov/
879c2aab	Barnstable County, Massachusetts	2020-04-25	2020-04-24T16:00:00	32	747							https://www.mass.gov/
b195306f	Barnwell County, South Carolina	2020-04-25		0	10							https://www.scdhec.gov/
f9dcb43d	Barreiro, Portugal	2020-04-25	2020-04-24T23:00:00		86							https://covid19.min-saude.pt/
1b9cd672	Barren County, Kentucky	2020-04-25		0	9							https://govstatus.egov.com/
54686d98	Barron County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	6							https://www.dhs.wisconsin.gov/
abe096e7	Barrow County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	3	111							https://dph.georgia.gov/
2c37a8f3	Barry County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	1	29							https://www.michigan.gov/
61c25ef7	Barry County, Missouri	2020-04-25			5							https://health.mo.gov/
2731a36f	Bartholomew County, Indiana	2020-04-24	2020-04-24T12:00:00	8	175		476					https://coronavirus.in.gov/
87d9750d	Barton County, Kansas	2020-04-25	2020-04-24T09:00:00		9							https://govstatus.egov.com/
68b0a872	Bartow County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	28	273							https://dph.georgia.gov/
e3c4194d	Basilicata	2020-04-25		24	360	107	9026	229				http://www.salute.gov.it/
cbfae498	Basque Country (autonomous community)	2020-04-25	2020-04-24T09:35:03	1193	13780	8459						https://www.mscbs.gob.es/
74952e8d	Bastrop County, Texas	2020-04-25		2	57							https://www.dshs.state.tx.us/
f7a2d29d	Batalha, Portugal	2020-04-25	2020-04-24T23:00:00		4							https://covid19.min-saude.pt/
a5ce0868	Bates County, Missouri	2020-04-25		1	6							https://health.mo.gov/
86f07a3b	Bath County, Kentucky	2020-04-25		0	3							https://govstatus.egov.com/
7ab4f00f	Bath County, Virginia	2020-04-25	2020-04-24T10:00:00									http://www.vdh.virginia.gov/
68cc1562	Bavaria	2020-04-25	2020-04-25	1566	40547	0						https://www.rki.de/
572179bf	Baxter County, Arkansas	2020-04-25		0	5	1	208					https://www.healthy.arkansas.gov/
d3a4fb9b	Bay County, Florida	2020-04-25		2	63							https://floridahealthcovid19.gov/
7a89a4fa	Bay County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	2	107							https://www.michigan.gov/
77610275	Bay of Plenty	2020-04-25	2020-04-25T01:00:00+0000		47	33		14				https://www.health.govt.nz/
5f7d7f84	Bayfield County, Wisconsin	2020-04-25	2020-04-25T06:00:00	1	3							https://www.dhs.wisconsin.gov/
fe8b7791	Beadle County, South Dakota	2020-04-24	2020-04-24T10:23:57	2	21	19	188					https://doh.sd.gov/
f15ee56a	Bear Lake County, Idaho	2020-04-24	2020-04-24T17:00:00									https://coronavirus.idaho.gov/
9a3f4b63	Beaufort County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	16							https://www.ncdhhs.gov/
73b6dd2f	Beaufort County, South Carolina	2020-04-25		10	244							https://www.scdhec.gov/
0957f015	Beauregard Parish, Louisiana	2020-04-25		2	35							http://ldh.la.gov/
388b2ef6	Beaver County, Oklahoma	2020-04-24	2020-04-24T00:00:00		2							https://coronavirus.health.ok.gov/
9bbfc7b8	Beaver County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	46	337		2135					https://www.health.pa.gov/
54b10a0c	Beaver County, Utah	2020-04-24	2020-04-24T14:00:00									https://swuhealth.org/covid/
4dd24ce0	Beaverhead County, Montana	2020-04-24		0	1							https://dphhs.mt.gov/
11fbabf2	Becker County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	2							https://www.health.state.mn.us/
50eb01eb	Beckham County, Oklahoma	2020-04-24	2020-04-24T00:00:00		2	1						https://coronavirus.health.ok.gov/
4cd74eff	Bedford County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	1	21		165					https://www.health.pa.gov/
8db63a05	Bedford County, Tennessee	2020-04-25	2020-04-24T19:00:00	2	138	18						https://www.tn.gov/
c4434c32	Bedford County, Virginia	2020-04-25	2020-04-24T10:00:00		23							http://www.vdh.virginia.gov/
1ef48a2c	Bee County, Texas	2020-04-25			6							https://www.dshs.state.tx.us/
4c5129bd	Belarus	2020-04-25	2020-04-24T06:00:00	63	8773	1120	130824					http://stopcovid.belta.by/
aac24493	Belgium	2020-04-25	2020-04-24T00:00:00	6679	44293							https://epistat.wiv-isp.be/Covid/
212d7fbd	Belize	2020-04-24	2020-04-24T11:42:31	2	18							https://www.ecdc.europa.eu/
74849d8a	Belknap County, New Hampshire	2020-04-25	2020-04-23T09:00:00		30							https://www.nh.gov/
ba1e97d4	Bell County, Texas	2020-04-25		3	161							https://www.dshs.state.tx.us/
3cde3168	Belmont County, Ohio	2020-04-25	2020-04-24T14:00:00	6	98							https://coronavirus.ohio.gov/
59fb6f90	Beltrami County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	6							https://www.health.state.mn.us/
657432b0	Ben Hill County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	21							https://dph.georgia.gov/
b5c525c3	Benavente, Portugal	2020-04-25	2020-04-24T23:00:00		27							https://covid19.min-saude.pt/
afffe570	Benewah County, Idaho	2020-04-24	2020-04-24T17:00:00									https://coronavirus.idaho.gov/
a2130d16	Benin	2020-04-24	2020-04-24T11:42:31	1	58			4				https://www.ecdc.europa.eu/
72224c6b	Bennett County, South Dakota	2020-04-24	2020-04-24T10:23:57				12					https://doh.sd.gov/
28215fb4	Bennington County, Vermont	2020-04-25	2020-04-24T09:46:00	1	38							https://www.healthvermont.gov/
c7c09883	Bent County, Colorado	2020-04-24			0							https://covid19.colorado.gov/
906d924e	Benton County, Arkansas	2020-04-25		0	77	46	1722					https://www.healthy.arkansas.gov/
68b65b21	Benton County, Indiana	2020-04-24	2020-04-24T12:00:00		5		69					https://coronavirus.in.gov/
d977e941	Benton County, Iowa	2020-04-25		1	25							https://idph.iowa.gov/
bfcf4c0e	Benton County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	4							https://www.health.state.mn.us/
26cf4707	Benton County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	0	9							https://msdh.ms.gov/
d1202a5d	Benton County, Missouri	2020-04-25			4							https://health.mo.gov/
b609735a	Benton County, Oregon	2020-04-24	2020-04-24T15:00:00+0000	5	27		779					https://govstatus.egov.com/OR-OHA-COVID-19
e83ec109	Benton County, Tennessee	2020-04-25	2020-04-24T19:00:00	1	5	4						https://www.tn.gov/
748bac00	Benton County, Washington	2020-04-24		36	383							https://coronavirus.wa.gov/
36de78f2	Benzie County, Michigan	2020-04-25	2020-04-24T19:00:00+0000		4							https://www.michigan.gov/
506a394f	Bergen County, New Jersey	2020-04-25		835	13356							https://www.nj.gov/
64f3b93a	Berkeley County, South Carolina	2020-04-25		6	162							https://www.scdhec.gov/
88b4d2cb	Berkeley County, West Virginia	2020-04-25	2020-04-24T10:00:00	1	128							https://dhhr.wv.gov/
c3ecce11	Berks County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	87	2339		6929					https://www.health.pa.gov/
84d7be32	Berkshire County, Massachusetts	2020-04-25	2020-04-24T16:00:00	31	425							https://www.mass.gov/
8f94e6b2	Berlin	2020-04-25	2020-04-25	113	5525	0						https://www.rki.de/
d5ba2689	Bermuda	2020-04-24	2020-04-24T11:42:31	5	99							https://www.ecdc.europa.eu/
c21ca85a	Bernalillo County, New Mexico	2020-04-24		33	651							https://cv.nmhealth.org
1425c5ca	Berrien County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	14							https://dph.georgia.gov/
55fdcea7	Berrien County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	11	210							https://www.michigan.gov/
552b32ad	Bertie County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	1	33							https://www.ncdhhs.gov/
706e8e76	Bethel Census Area, Alaska	2020-04-24			1							http://www.dhss.alaska.gov/
5b01eec0	Bexar County, Texas	2020-04-25		43	1167							https://www.dshs.state.tx.us/
47171281	Bhutan	2020-04-24	2020-04-24T11:42:31		7							https://www.ecdc.europa.eu/
73c95466	Bibb County, Alabama	2020-04-25		0	34		401					https://covid19.alabama.gov/
8ce601b4	Bibb County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	5	244							https://dph.georgia.gov/
202f8ad4	Bienville Parish, Louisiana	2020-04-25		13	69							http://ldh.la.gov/
a760cbf2	Big Horn County, Montana	2020-04-24		0	3							https://dphhs.mt.gov/
